5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
5.987e+06 0
